Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,1-Semester Pathway + Bachelor of Music,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Engineering,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Biology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Biophysical Chemistry,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Biotechnology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Chemistry,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Computer Science,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Geology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Integrated Science and Technology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Statistics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Mathematics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Physics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Geographic Science,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Arts - Earth Science,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Fine Arts - Architectural Design,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Interdisciplinary Liberal Studies,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Athletic Training,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Dietetics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Intelligence Analysis,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Arts - Art History,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Fine Arts - Graphic Design,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Arts - Musical Theatre,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Science - Industrial Design,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Arts - International Affairs,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Arts - Philosophy and Religion,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Arts - Theatre,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,1-Semester Pathway + Bachelor of Arts - Dance,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,Bachelor of Arts - Economics,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Science - Economics,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Science - Communication Studies,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Science - Media Arts and Design,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Arts - Communication Sciences and Disorders,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Arts - Psychology,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Science - Anthropology,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Science - Justice Studies,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Science - Sociology,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,"Bachelor of Science - Writing, Rhetoric and Technical Communication","23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Arts - Studio Art,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Science - Studio Art,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Arts - Biology,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Arts - Mathematics,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Arts - Physics,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Arts - Geographic Science,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,Bachelor of Science - Philosophy and Religion,"23,650.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,59,,81,6.5
,2-Semester Pathway + Bachelor of Business Administration - Accounting,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Business Administration - Accounting,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Business Administration - Accounting,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Business Administration - Computer Information Systems,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Business Administration - Computer Information Systems,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Business Administration - Computer Information Systems,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Business Administration - Economics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Business Administration - Economics,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Business Administration - Economics,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Arts - Economics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Arts - Economics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Economics,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Economics,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Science - Economics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Science - Economics,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Economics,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Economics,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Business Administration - Finance,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Business Administration - Finance,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Business Administration - Finance,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Quantitative Finance,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Quantitative Finance,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Quantitative Finance,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Business Administration - International Business,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Business Administration - International Business,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Business Administration - International Business,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Business Administration - Management,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Business Administration - Management,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Business Administration - Management,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Business Administration - Marketing,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Business Administration - Marketing,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Business Administration - Marketing,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Hospitality Management,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Hospitality Management,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Hospitality Management,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Sport and Recreation Management,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Sport and Recreation Management,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Sport and Recreation Management,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Arts - Communication Studies,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Communication Studies,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Communication Studies,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Science - Communication Studies,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Science - Communication Studies,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Communication Studies,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Communication Studies,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Arts - Media Arts and Design,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Media Arts and Design,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Media Arts and Design,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Science - Media Arts and Design,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Science - Media Arts and Design,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Media Arts and Design,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Media Arts and Design,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Health Sciences,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Health Sciences,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Health Sciences,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Health Services Administration,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Health Services Administration,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Health Services Administration,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Kinesiology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Kinesiology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Kinesiology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Social Work,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Social Work,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Social Work,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Communication Sciences and Disorders,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Communication Sciences and Disorders,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Communication Sciences and Disorders,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Arts - Communication Sciences and Disorders,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Arts - Communication Sciences and Disorders,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Communication Sciences and Disorders,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Arts - Communication Sciences and Disorders,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,2-Semester Pathway + Bachelor of Science - Psychology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Science - Psychology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
,4-Semester Pathway + Bachelor of Science - Psychology,"39,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,45,4.5
,1-Semester Pathway + Bachelor of Arts - Psychology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,68,6
,2-Semester Pathway + Bachelor of Arts - Psychology,"22,550.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,60,5.5
,3-Semester Pathway + Bachelor of Arts - Psychology,"32,050.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,59,,50,5
