Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language,Consentration,Course URL,Campus,Application Deadline,Scholarship Available,Scholarship Detail,Backlog Range,Remarks,ESL/ELP Detail,ApplicationMode,DetScore,GRE,GMAT,Campus2,Campus3,Campus4,SAT
ISOM4775,"BSc in Finance & Management (Cologne, Berlin)",10560,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-finance,Cologne,"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Berlin,,,
ISOM4775,BSc in Information Systems (Dortmund),10560,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,Computer Science and Information Technology,Computer Information Systems,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-information-systems,Dortmund,"Mar: 15 Dec, Sep: 15 Jun",,,,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"BSc in Information Systems (Munich, Hamburg)",11160,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,Computer Science and Information Technology,Computer Information Systems,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-information-systems,Munich,"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
ISOM4775,Master of Science Business Intelligence & Data Science (Dortmund),12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,Computer Science and Information Technology,Customer Intelligence and Analytics,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-business-intelligence,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"Master of Science Business Intelligence & Data Science (Munich, Hamburg)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,Computer Science and Information Technology,Customer Intelligence and Analytics,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-business-intelligence,Munich,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
ISOM4775,Master of Science Business Intelligence & Data Science (Dortmund),12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,Computer Science and Information Technology,Data Science and Analytics,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-business-intelligence,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"Master of Science Business Intelligence & Data Science (Munich, Hamburg)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,Computer Science and Information Technology,Data Science and Analytics,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-business-intelligence,Munich,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
ISOM4775,BSc in Finance & Management  (Frankfurt),11160,,"Sep, Mar",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Commerce, Business and Administration","Finance, Accounts, Commerce, Economics",36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-finance,Frankfurt (Main),"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"Master of Science Finance (Dortmund, Berlin)",12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Finance, Accounts, Commerce, Economics",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-finance,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Berlin,,,
ISOM4775,"Master of Science Finance (Frankfurt (Main), Munich)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Finance, Accounts, Commerce, Economics",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-finance,Frankfurt (Main),Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Munich,,,
ISOM4775,"BSc in Finance & Management (Cologne, Berlin)",10560,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Commerce, Business and Administration","Finance, Accounts, Commerce, Economics",36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-finance,Cologne,"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Berlin,,,
ISOM4775,Master of Arts Strategic Marketing Management (Munich),12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Financial Management, International Management, Marketing Management, Technical Management",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/marketing-master,Munich,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,Master of Arts Strategic Marketing Management (Berlin),12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Financial Management, International Management, Marketing Management, Technical Management",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/marketing-master,Berlin,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"Master of Arts Luxury, Fashion and Sales Management (Munich)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Financial Management, International Management, Marketing Management, Technical Management",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/sales-management,Munich,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"Master of Arts Luxury, Fashion and Sales Management (Berlin)",12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Financial Management, International Management, Marketing Management, Technical Management",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/sales-management,Berlin,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"M.Sc. International Management (Dortmund, Cologne, Stuttgart, Berlin)",12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Financial Management, International Management, Marketing Management, Technical Management",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-international-management,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Cologne,Stuttgart,Berlin,
ISOM4775,"Master of Arts International Business (Dortmund, Berlin)",12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Financial Management, International Management, Marketing Management, Technical Management",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-international-business,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Berlin,,,
ISOM4775,"BSc in International Management (Frankfurt (Main), Munich, Hamburg)",11160,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Commerce, Business and Administration","Financial Management, International Management, Marketing Management, Technical Management",36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-international-management,Frankfurt (Main),"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free.. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Munich,Hamburg,,
ISOM4775,"M.Sc. International Management (Frankfurt (Main), Munich, Hamburg)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Financial Management, International Management, Marketing Management, Technical Management",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-international-management,Frankfurt (Main),Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Munich,Hamburg,,
ISOM4775,"Master of Arts International Business (Frankfurt (Main), Munich)",12960,,Mar,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Financial Management, International Management, Marketing Management, Technical Management",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-international-business,Frankfurt (Main),Mar: 15 Dec,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Munich,,,
ISOM4775,"BSc in International Management (Dortmund, Cologne, Stuttgart, Berlin)",10560,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Commerce, Business and Administration","Financial Management, International Management, Marketing Management, Technical Management",36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-international-management,Dortmund,"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free.. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Cologne,Stuttgart,Berlin,
ISOM4775,BSc in Information Systems (Dortmund),10560,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Commerce, Business and Administration","Information Systems, Information Technology Management",36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-information-systems,Dortmund,"Mar: 15 Dec, Sep: 15 Jun",,,,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"BSc in Information Systems (Munich, Hamburg)",11160,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Commerce, Business and Administration","Information Systems, Information Technology Management",36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-information-systems,Munich,"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
ISOM4775,BSc in Information Systems (Dortmund),10560,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,Computer Science and Information Technology,Information Technology,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-information-systems,Dortmund,"Mar: 15 Dec, Sep: 15 Jun",,,,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"BSc in Information Systems (Munich, Hamburg)",11160,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,Computer Science and Information Technology,Information Technology,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-information-systems,Munich,"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
ISOM4775,"M.Sc. International Management (Dortmund, Cologne, Stuttgart, Berlin)",12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-international-management,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Cologne,Stuttgart,Berlin,
ISOM4775,"Master of Arts International Business (Dortmund, Berlin)",12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-international-business,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Berlin,,,
ISOM4775,"BSc in International Management (Frankfurt (Main), Munich, Hamburg)",11160,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Commerce, Business and Administration",International Business,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-international-management,Frankfurt (Main),"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free.. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Munich,Hamburg,,
ISOM4775,"M.Sc. International Management (Frankfurt (Main), Munich, Hamburg)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-international-management,Frankfurt (Main),Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Munich,Hamburg,,
ISOM4775,"Master of Arts International Business (Frankfurt (Main), Munich)",12960,,Mar,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-international-business,Frankfurt (Main),Mar: 15 Dec,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Munich,,,
ISOM4775,"BSc in International Management (Dortmund, Cologne, Stuttgart, Berlin)",10560,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Commerce, Business and Administration",International Business,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-international-management,Dortmund,"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free.. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Cologne,Stuttgart,Berlin,
ISOM4775,"Master of Science International Logistics and Supply Chain Management (Frankfurt (Main), Hamburg)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Logistics, Supply Chain Management",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-logistics,Frankfurt (Main),Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
ISOM4775,Master of Science Business Intelligence & Data Science (Dortmund),12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,Engineering and Engineering Trades,Machine Learning,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-business-intelligence,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"Master of Science Business Intelligence & Data Science (Munich, Hamburg)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,Engineering and Engineering Trades,Machine Learning,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-business-intelligence,Munich,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
ISOM4775,Master of Arts Strategic Marketing Management (Munich),12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/marketing-master,Munich,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,Master of Arts Strategic Marketing Management (Berlin),12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/marketing-master,Berlin,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"Master of Arts Luxury, Fashion and Sales Management (Munich)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/sales-management,Munich,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"Master of Arts Luxury, Fashion and Sales Management (Berlin)",12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/sales-management,Berlin,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,BSc in Finance & Management  (Frankfurt),11160,,"Sep, Mar",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-finance,Frankfurt (Main),"Mar: 15 Dec, Sep: 15 Jun",,,,Students have also the possibility to do an additional semester abroad in the 7th semester optionally. Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,BSc in Information Systems (Dortmund),10560,,"Mar, Sep",Undergraduate,12th Std. with minimum 60%. Students need to attend ISM's admission test.,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://en.ism.de/full-degree-students/bachelor-programs/bachelor-information-systems,Dortmund,"Mar: 15 Dec, Sep: 15 Jun",,,,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,Master of Science Business Intelligence & Data Science (Dortmund),12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Physical Sciences, Sciences",Science,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-business-intelligence,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,,,,
ISOM4775,"Master of Science Finance (Dortmund, Berlin)",12560,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Physical Sciences, Sciences",Science,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-finance,Dortmund,Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Berlin,,,
ISOM4775,"Master of Science International Logistics and Supply Chain Management (Frankfurt (Main), Hamburg)",12960,,Sep,Postgraduate,Bachelor's Degree with minimum 60%,,,,,,5.5,5.5,5.5,5.5,,,80,6,,,,,,Postgraduate,"Physical Sciences, Sciences",Science,24 Months,,English,,https://en.ism.de/full-degree-students/master-programs/master-logistics,Frankfurt (Main),Sep: 15 Jun,,,0-10,Students need to attend ISM's admission test . The fees of € 45 for the admission test have been waived. As of now students can attend the admission test for free. The admission test includes a written test and interview. The written test can be written in India online via DAAD. The interview will be carried out online via skype.,,,,,,Hamburg,,,
