Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language
,Master of Architecture (Professional),26520,,"Feb, Jul",2 years,,,20,20,20,20,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,58,Master's Degree,Architecture,Architecture,per year,Mt Albert,English
,Master of Osteopathy,26000,,Feb,2 years,,,20,20,20,20,7,7,7,7,UNTCIT1001,,90,7,50,50,50,50,58,Master's Degree,Medical,Osteopathy,per year,Mt Albert,English
,Bachelor of Applied Technology - Automotive Engineering,23460,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Engineering,Automotive Engineering,per year,Mt Albert,English
,Bachelor of Applied Technology - Transport Management,23460,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Science,Transport Management,per year,Mt Albert,English
,Bachelor of Architectural Studies,23460,,Feb,3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Architecture,Architecture,per year,Mt Albert,English
,Bachelor of Business (Accountancy),19950,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Business,Accounts,per year,Mt Albert,English
,Bachelor of Business (Management),19950,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Business,Management,per year,Mt Albert,English
,Bachelor of Construction (Construction Management),24000,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Science,Construction Management,per year,Mt Albert,English
,Bachelor of Construction (Property Development),24000,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Science,Property Development,per year,Mt Albert,English
,Bachelor of Creative Enterprise,22500,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Business,Creative Enterprise,per year,Mt Albert,English
,Bachelor of Business (Marketing),19950,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Business,Marketing,per year,Mt Albert,English
,Bachelor of Computing Systems,22950,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,IT,Computing System,per year,Mt Albert,English
,Bachelor of Construction (Construction Economics),24000,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Science,Construction Economics,per year,Mt Albert,English
,Bachelor of Engineering Technology (Civil),23000,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Engineering,Civil Engineering,per year,Mt Albert,English
,Bachelor of Engineering Technology (Electrical),23000,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Engineering,Electrical Engineering,per year,Mt Albert,English
,Bachelor of Landscape Architecture,23460,,Feb,4 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Architecture,Landscape Architecture,per year,Mt Albert,English
,Bachelor of Nursing,24000,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Medical,Nursing,per year,Mt Albert,English
,Bachelor of Teaching (Early Childhood Education),23000,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Education,Teaching,per year,Mt Albert,English
,Graduate Diploma in Business (Human Resource Management),19950,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,50,50,50,Graduate Diploma,Business,HR,per year,Mt Albert,English
,Graduate Diploma in Business (Marketing),19950,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,50,50,50,Graduate Diploma,Business,Marketing,per year,Mt Albert,English
,Graduate Diploma in Business (Operations Management),19950,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,50,50,50,Graduate Diploma,Business,Operation Management,per year,Mt Albert,English
,Graduate Diploma in Construction Project Management,24000,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,50,50,50,Graduate Diploma,Business,Project Management,per year,Mt Albert,English
,Graduate Diploma in Professional Accountancy,19950,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,50,50,50,Graduate Diploma,Business,Accounts,per year,Mt Albert,English
,Master of Applied Practice (Professional Accounting),34000,,"Feb, Jul",1.5 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,Business,Accounts,per year,Mt Albert,English
,Master of Architecture,26520,,"Feb, Jul",1.5 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,Architecture,Architecture,per year,Mt Albert,English
,Master of Business,23000,,"Feb, Jul",2 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,Business,Business,per year,Mt Albert,English
,Master of Creative Practice,26000,,"Feb, Jul",1.5 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,Education,Creative Practice,per year,Mt Albert,English
,Master of Landscape Architecture,26000,,"Feb, Jul",1.5 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,Architecture,Landscape Architecture,per year,Mt Albert,English
,Postgraduate Diploma in Business,22000,,"Feb, Jul",1 year,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Postgraduate Diploma,Business,Business,per year,Mt Albert,English
,Postgraduate Diploma in Computing,24000,,"Feb, Jul",1 year,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Postgraduate Diploma,IT,Computing,per year,Mt Albert,English
,Postgraduate Diploma in Creative Practice,24480,,"Feb, Jul",1 year,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Postgraduate Diploma,Education,Creative Practice,per year,Mt Albert,English
,Bachelor of Applied Science (Animal Management and Welfare),23460,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Social Science,Animal Management,per year,Mt Albert,English
,Bachelor of Applied Science (Biodiversity Management),23460,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Social Science,Biodiversity Management,per year,Mt Albert,English
,Bachelor of Health Science (Medical Imaging),23000,,Jul,3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Health Science,Medicaln Imaging,per year,Waitakere,English
,Bachelor of Social Practice,23000,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Social Science,Social Pracitce,per year,Waitakere,English
,Bachelor of Veterinary Nursing,23000,,Feb,3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Medical,Veterinary,per year,Mt Albert,English
,New Zealand Diploma in Architectural Technology,23000,,"Feb, Jul",2 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Architecture,Architecture,per year,Mt Albert,English
,New Zealand Diploma in Business - Accounting,19950,,"Feb, Jul",1 year,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Business,Accounts,per year,Mt Albert,English
,New Zealand Diploma in Business - Leadership and Management,19950,,"Feb, Jul",1 year,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Business,Leadership Management,per year,Mt Albert,English
,New Zealand Diploma in Construction,23000,,"Feb, Jul",2 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Science,Construction,per year,Mt Albert,English
,New Zealand Diploma in Engineering (Civil),23460,,"Feb, Jul",2 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Engineering,Civil Engineering,per year,Mt Albert,English
,New Zealand Diploma in Engineering (Electrical),23460,,"Feb, Jul",2 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Engineering,Electrical Engineering,per year,Mt Albert,English
,New Zealand Diploma in Engineering (Electronic),23460,,"Feb, Jul",2 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Engineering,Electrionic Engineering,per year,Mt Albert,English
,New Zealand Diploma in Information Systems (Level 5),23000,,"Feb, Jul",1 year,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,IT,Information System,per year,Mt Albert,English
,New Zealand Diploma in Interior Design (Commercial),23000,,Feb,1 year,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Architecture,Interior Design,per year,Mt Albert,English
,New Zealand Diploma in Interior Design (Residential),23000,,Feb,1 year,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Architecture,Interior Design,per year,Mt Albert,English
,New Zealand Diploma in Landscape (Design),23000,,Feb,1 year,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Architecture,Landscape Architecture,per year,Mt Albert,English
,New Zealand Diploma in Surveying,21000,,Feb,2 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Architecture,Surveying,per year,Mt Albert,English
,New Zealand Diploma in Veterinary Nursing,23000,,Feb,1 year,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,Medical,Veterinary,per year,Mt Albert,English
,"Bachelor of Applied Science (Animal Management and Welfare, and Biodiversity Management)",23460,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Science,Animal Management,per year,Mt Albert,English
,Bachelor of Applied Technology - Electrotechnology,23460,,"Feb, Jul",3 years,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Bachelor's Degree,Science,Electrotechnology,per year,Mt Albert,English
,Graduate Diploma in Computing - Networks & Data Communication,21930,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,42,42,59,Graduate Diploma,IT,Computing,per year,Mt Albert,English
,Graduate Diploma in Computing - Cyber Security,21930,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,42,42,59,Graduate Diploma,IT,Computing,per year,Mt Albert,English
,Graduate Diploma in Computing - Business Analysis,21930,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,42,42,59,Graduate Diploma,IT,Computing,per year,Mt Albert,English
,Graduate Diploma in Computing - Software Development,21930,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,42,42,59,Graduate Diploma,IT,Computing,per year,Mt Albert,English
,Graduate Diploma in Computing - Game Development,21930,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,42,42,59,Graduate Diploma,IT,Computing,per year,Mt Albert,English
,Graduate Diploma in Computing - Business Intelligence,21930,,"Feb, Jul",1 year,,,,18,,,6,6,5.5,5.5,UNTCIT1001,,90,6.5,50,50,42,42,59,Graduate Diploma,IT,Computing,per year,Mt Albert,English
,Master of Computing - Cyber Security,25000,,"Feb, Jul",2 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,IT,Computing,per year,Mt Albert,English
,Master of Computing - IT Management,25000,,"Feb, Jul",2 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,IT,Computing,per year,Mt Albert,English
,Master of Computing - Networks,25000,,"Feb, Jul",2 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,IT,Computing,per year,Mt Albert,English
,Master of Computing - Web,25000,,"Feb, Jul",2 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,IT,Computing,per year,Mt Albert,English
,Master of Computing - Health Informatics,25000,,"Feb, Jul",2 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,IT,Computing,per year,Mt Albert,English
,Master of Computing - Game Design,25000,,"Feb, Jul",2 years,,,,21,,,6,6,6,6,UNTCIT1001,,90,6.5,50,50,50,50,59,Master's Degree,IT,Computing,per year,Mt Albert,English
,New Zealand Diploma in Cybersecurity,23000,,"Feb, Jul",1 year,,,,18,,,5.5,5.5,5.5,5.5,UNTCIT1001,,79,6,42,42,42,42,51,Diploma,IT,Computing,per year,Mt Albert,English
,Bachelor of Criminal Justice,30000,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Law,Criminal Justice,per year,Christchurch,English
,Bachelor of Fine Arts (Graphic Design),30750,,Feb,4 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Fine Arts,per year,Christchurch,English
,Bachelor of Fine Arts (Painting),30750,,Feb,4 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Fine Arts,per year,Christchurch,English
,Bachelor of Fine Arts (Photography),30750,,Feb,4 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Fine Arts,per year,Christchurch,English
,Bachelor of Fine Arts (Film),30750,,Feb,4 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Fine Arts,per year,Christchurch,English
,Bachelor of Fine Arts (Sculpture),30750,,Feb,4 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Fine Arts,per year,Christchurch,English
,Bachelor of Forestry Science,36200,,"Feb, Jul",4 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Forestry Science,per year,Christchurch,English
,Bachelor of Science (Biological Sciences),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Biological Science,per year,Christchurch,English
,Bachelor of Science (Chemistry),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Chemistry,per year,Christchurch,English
,Bachelor of Laws,28875,,"Feb, Jul",4 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Law,Law,per year,Christchurch,English
,Bachelor of Science (Biochemistry),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Biochemistry,per year,Christchurch,English
,Bachelor of Science (Astronomy),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Astronomy,per year,Christchurch,English
,Bachelor of Science (Economics),30625,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Social Science,Economics,per year,Christchurch,English
,Bachelor of Science (Finance),30625,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Finance,per year,Christchurch,English
,Bachelor of Science (Computer Science),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,IT,Computer Science,per year,Christchurch,English
,Bachelor of Science (Data Science),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,IT,Data Science,per year,Christchurch,English
,Bachelor of Science (Environmental Science),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Social Science,Environmental Science,per year,Christchurch,English
,Bachelor of Science (Financial Engineering),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Financial Engineering,per year,Christchurch,English
,Bachelor of Science (Geography),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Social Science,Geography,per year,Christchurch,English
,Bachelor of Science (Mathematics),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Mathematics,per year,Christchurch,English
,Bachelor of Science (Physics),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Physics,per year,Christchurch,English
,Bachelor of Science (Psychology),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Psychology,per year,Christchurch,English
,Bachelor of Science (Statistics),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Statistics,per year,Christchurch,English
,Bachelor of Science (Philosophy),28750,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Philosophy,per year,Christchurch,English
,Bachelor of Science (Geology),35250,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Social Science,Geology,per year,Christchurch,English
,Bachelor of Science (Linguistics),28750,,"Feb, Jul",3 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Science,Linguistics,per year,Christchurch,English
,Bachelor of Speech and Language Pathology with Honours,33350,,Feb,4 years,,,19,19,19,19,5.5,5.5,5.5,5.5,UOCB1001,,80,6,42,42,42,42,50,Bachelor's Degree,Education,Language,per year,Christchurch,English
,Graduate Diploma in Science (Biochemistry),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Biochemistry,per year,Christchurch,English
,Graduate Diploma in Science (Biological Sciences),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Biological Sciences,per year,Christchurch,English
,Graduate Diploma in Science (Chemistry),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Chemistry,per year,Christchurch,English
,Bachelor of Teaching and Learning (Early Childhood),27000,,Feb,3 years,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Bachelor's Degree,Education,Teaching,per year,Christchurch,English
,Bachelor of Teaching and Learning (Primary),27000,,Feb,3 years,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Bachelor's Degree,Education,Teaching,per year,Christchurch,English
,Graduate Diploma in Science (Astronomy),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Astronomy,per year,Christchurch,English
,Graduate Diploma in Science (Computer Science),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,IT,Computer Science,per year,Christchurch,English
,Graduate Diploma in Science (Finance),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Finance,per year,Christchurch,English
,Graduate Diploma in Science (Geography),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Geography,per year,Christchurch,English
,Graduate Diploma in Science (Geology),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Geology,per year,Christchurch,English
,Graduate Diploma in Science (Linguistics),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Linguistics,per year,Christchurch,English
,Graduate Diploma in Science (Data Science),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,IT,Data Science,per year,Christchurch,English
,Graduate Diploma in Science (Economics),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Economics,per year,Christchurch,English
,Graduate Diploma in Science (Ethics),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Ethics,per year,Christchurch,English
,Graduate Diploma in Science (Mathematics),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Mathematics,per year,Christchurch,English
,Graduate Diploma in Science (Statistics),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Statistics,per year,Christchurch,English
,Graduate Diploma in Teaching and Learning (Primary),26000,,Feb,1 year,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Graduate Diploma,Education,Teaching,per year,Christchurch,English
,Graduate Diploma in Science (Philosophy),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Philosophy,per year,Christchurch,English
,Graduate Diploma in Science (Physics),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Physics,per year,Christchurch,English
,Graduate Diploma in Science (Psychology),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Psychology,per year,Christchurch,English
,Graduate Diploma in Teaching and Learning (Secondary),25000,,Feb,1 year,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Graduate Diploma,Education,Teaching,per year,Christchurch,English
,Postgraduate Diploma in Forestry,38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Forestry Science,per year,Christchurch,English
,Postgraduate Diploma in Applied Data Science,27500,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,IT,Data Science,per year,Christchurch,English
,Postgraduate Diploma in Art Curatorship,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Arts,Curatorship,per year,Christchurch,English
,Postgraduate Diploma in Child and Family Psychology,62400,,Nov,2 years,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Psychology,per year,Christchurch,English
,Postgraduate Diploma in Geographic Information Science,34900,,Feb,1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Geography,per year,Christchurch,English
,Postgraduate Diploma in Science (Astronomy),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Astronomy,per year,Christchurch,English
,Postgraduate Diploma in Science (Biochemistry),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Biochemistry,per year,Christchurch,English
,Postgraduate Diploma in Science (Biological Sciences),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Biological Sciences,per year,Christchurch,English
,Postgraduate Diploma in Science (Biotechnology),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Biotechnology,per year,Christchurch,English
,Postgraduate Diploma in Science (Computer Science),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,IT,Computer Science,per year,Christchurch,English
,Postgraduate Diploma in Science (Data Science),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,IT,Data Science,per year,Christchurch,English
,Postgraduate Diploma in Science (Ecology),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Ecology,per year,Christchurch,English
,Postgraduate Diploma in Science (Economics),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Economics,per year,Christchurch,English
,Postgraduate Diploma in Science (Cellular and Molecular Biology),38400,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Biology,per year,Christchurch,English
