Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,
,College Diploma - Environmental Studies,"13,750.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,"College Diploma - Communications, Culture, and Journalism Studies","13,750.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Diploma - Writing and Publishing,"13,750.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Diploma - International Development,"13,750.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,Bachelor of Business Administration (Optional Co-op),"13,750.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,Associate of Arts,"13,750.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,Associate of Science,"13,750.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,Bachelor of Computer Information Systems (Optional Co-op),"13,750.00",100,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Diploma - Animation (Optional Co-op),"27,500.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Certificate - Office Management,"8,250.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Certificate - Culinary Arts (Co-op),"16,160.00",100,"Start: Sep 2020, Nov 2020, Jan 2021, Sep 2021, Nov 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Certificate - Pastry Arts,"16,160.00",100,Start: Jan 2021,1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Certificate - Aircraft Maintenance Engineer - Category 'S' (Structures),"17,426.00",100,"Start: Sep 2020, Feb 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Certificate - Heavy Mechanical Foundation,"15,352.00",100,"Start: Sep 2020, Feb 2021, Jun 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Certificate - Studio Woodworking,"14,213.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Certificate - Business Administration,"13,750.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Diploma - Business Administration (Optional Co-op),"13,750.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,Advanced College Certificate - Communication,"8,250.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,18,23,19,19,6.5,6.5,6.5,6.5,182,DLI#:O19395299488,101,7,
,Bachelor of Computer Information Systems - Year 3 Entry (Optional Co-op),"13,750.00",100,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,2-Year Undergraduate Diploma,50.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Diploma - Collision Repair and Refinishing,"15,100.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,Post-Baccalaureate Diploma - Human Resources Management,"13,750.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Bachelor's Degree,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,College Diploma - Automotive Service Technology,"13,950.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,Post-Baccalaureate Diploma - Marketing and Data Analytics,"13,750.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Bachelor's Degree,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,Post-Diploma Certificate - Business Administration,"8,250.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,2-Year Undergraduate Diploma,60.00%,,,,,6,6,6,6,182,DLI#:O19395299488,79,6,
,English as a Second Language,"8,250.00",100,"Start: Jan 2020, Apr 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,,,,,,,,,,509,DLI#:O19395299444, ,,
,Associate of Arts - General Studies,"8,851.00",100,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,College Diploma - Archaeology,"8,851.00",100,"Start: May 2020, Sep 2020, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,College Certificate - Business Management,"8,851.00",100,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,College Diploma - Business Management,"8,851.00",100,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,Post Degree Diploma - Business Management - General,"8,899.00",100,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Bachelor's Degree,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,Post Degree Diploma - Business Management - Information Technology,"9,146.00",100,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Bachelor's Degree,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,College Diploma - Criminology,"8,851.00",100,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,College Diploma - Early Childhood Education and Care,"8,851.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,College Certificate - Engineering,"8,851.00",100,"Start: May 2020, Sep 2020, May 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,College Diploma - Land and Water Resources,"8,851.00",100,"Start: May 2020, Sep 2020, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,College Diploma - Social Services Worker,"8,851.00",100,"Start: May 2020, Sep 2020, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,Associate of Arts - Psychology,"8,851.00",100,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,Associate of Arts - Sociology,"8,851.00",100,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,Associate of Arts - Anthropology,"8,851.00",100,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,509,DLI#:O19395299444,78,6,
,Associate of Science - Geography,"8,851.00",100,"Start: Jan 2020, May 2020, Jan 2021, May 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6.5,6,6,6,509,DLI#:O19395299444,79,6.5,
,Associate of Science - Computer Science,"8,851.00",100,"Start: May 2020, May 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6.5,6,6,6,509,DLI#:O19395299444,79,6.5,
,Associate of Science - General,"8,851.00",100,"Start: May 2020, May 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6.5,6,6,6,509,DLI#:O19395299444,79,6.5,
,College Diploma - Aircraft Maintenance Engineering - Basic Training,"8,851.00",100,"Start: Sep 2020, Feb 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,79,6.5,
,Associate of Arts - General Studies,"8,851.00",100,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,College Diploma - Archaeology,"8,851.00",100,"Start: May 2020, Sep 2020, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,Post Degree Diploma - Business Management - General,"8,899.00",100,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Bachelor's Degree,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,College Certificate - Business Management,"8,851.00",100,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,College Diploma - Business Management,"8,851.00",100,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,Post Degree Diploma - Business Management - Health Administration,"9,146.00",100,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Bachelor's Degree,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,College Diploma - Early Childhood Education and Care,"8,851.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,College Diploma - Practical Nursing,"16,522.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6.5,7,7.5,7,505,DLI#:O19395299444,94,7,
,College Diploma - Social Services Worker,"8,851.00",100,"Start: May 2020, Sep 2020, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,Associate of Arts - Psychology,"8,851.00",100,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,Associate of Arts - Sociology,"8,851.00",100,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,Associate of Arts - Anthropology,"8,851.00",100,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6,6,6,6,505,DLI#:O19395299444,78,6,
,Associate of Science - Paleo Geography,"8,851.00",100,"Start: Jan 2020, Jan 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6.5,6,6,6,505,DLI#:O19395299444,79,6.5,
,Associate of Science - Bio Geography,"8,851.00",100,"Start: Jan 2020, Jan 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6.5,6,6,6,505,DLI#:O19395299444,79,6.5,
,Associate of Arts - Health Studies,"8,851.00",100,"Start: Jan 2020, Jan 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,6.5,7,7.5,7,505,DLI#:O19395299444,94,7,
,College Diploma - Business (B028),"13,178.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Business - Accounting (B104),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,Advanced College Diploma - Business Administration - Information Systems (T015),"13,178.00",100,"Start: Sep 2020, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Computer Engineering Technician (T103),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Early Childhood Education (A065),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Office Administration - Executive (B276),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Practical Nursing (8 months Pre-Health required) (H118),"15,687.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Social Service Worker (A036),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Welding Engineering Technology (Optional Co-op) (W009),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Police Foundations (A161),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Environmental Technician - Water and Wastewater Systems Operations - Compressed (Co-op) (T089),"16,733.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Certificate - Pre-Health Science - Pathway to Advanced Diplomas and Degrees (H163),"13,178.00",100,"Start: Jan 2020, Jan 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Mechanical Technician - Welding Fitter (W251),"25,100.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Certificate - Personal Support Worker (H139),"13,178.00",100,"Start: May 2020, Sep 2020, May 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Welding Engineering Technician - Inspection (W010),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Welding Engineering Technician - Inspection (Co-op) (W138),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Certificate - Mineral Exploration Techniques (M051),"13,178.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,208,DLI#:O19315830082,79,6,
,College Diploma - Business (B005),"13,178.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Business Accounting (B006),"13,178.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Business - Marketing (B007),"13,178.00",100," Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,Advanced College Diploma - Civil Engineering Technology - Compressed (T003),"18,825.00",100,"Start: Sep 2020, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Computer Engineering Technician (T100),"13,178.00",100,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Construction Engineering Technician (T067),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Early Childhood Education (A003),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Electrical Engineering Technician (T007),"13,178.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Mechanical Engineering Technician (W110),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Motive Power Technician - Automotive Service - Compressed (T110),"25,100.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Motive Power Technician - Heavy Equipment (Optional Co-op) (T121),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Office Administration - Executive (B012),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Practical Nursing (8 months Pre-Health required) (H117),"15,687.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Social Service Worker (A007),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Police Foundations (A227),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Certificate - Pre-Health Science - Pathway to Advanced Diplomas and Degrees (H162),"13,178.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Medical Laboratory Technician (H150),"18,825.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Certificate - Personal Support Worker (H136),"13,178.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Pre-Service Firefighter Education and Training (T085),"18,825.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Mechanical Technician - Industrial Millwright (T122) (Optional Co-op),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,Graduate Certificate - Mobile Application Development (B300),"13,178.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6.5,
,College Certificate - Mineral Exploration Techniques (M052),"13,178.00",100,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Building Inspection Technician (T092),"13,178.00",100,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,"College Diploma - Global Business, Entrepreneurship & Technology (GBET) (B303)","13,178.00",100,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,209,DLI#:O19315830082,79,6,
,College Diploma - Business - General (B026),"13,178.00",100,Start: Jan 2020Sep 2020Jan 2021Sep 2021,2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6,
,College Diploma - Business - Accounting (B095),"13,178.00",100,Start: Sep 2020Sep 2021,2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6,
,College Diploma - Instrumentation and Control Engineering Technician (M001),"13,178.00",100,Start: Sep 2020Sep 2021,2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6,
,College Diploma - Office Administration - Executive (B275),"13,178.00",100,Start: Sep 2020Sep 2021,2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6,
,College Diploma - Practical Nursing (8 months Pre-Health required) (H129),"15,687.00",100,Start: Sep 2020Sep 2021,2-Year Undergraduate Diploma,Grade 12 / High School,65.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6,
,College Diploma - Social Service Worker (A068),"13,178.00",100,Start: Sep 2020Sep 2021,2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6,
,College Certificate - Personal Support Worker (H138),"13,178.00",100,Start: Sep 2020Sep 2021,1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6,
,Graduate Certificate - Healthcare Management,"13,178.00",100,Start: Jan 2020Sep 2020Jan 2021May 2021Sep 2021,Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,50.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6.5,
,College Certificate - Animal Grooming (H133),"13,178.00",100,Start: Sep 2020Sep 2021,1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6,
,College Certificate - Veterinary Assistant (H057),"13,178.00",100,Start: Sep 2020Sep 2021,1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6,
,College Certificate - Mineral Exploration Techniques (M050),"13,178.00",100,Start: Sep 2020Sep 2021,1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,,,,,6,6,6,6,210,DLI#:O19315830082,79,6,
,ESL Intensive,"8,456.00",150,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Deadline: May 2021, Sep 2021",English as Second Language (ESL),Grade 12 / High School,,,,,,,,,,227,DLI#:O18795996622, ,,
,College Diploma - Business Administration - General Studies (Optional Co-op),"16,170.00",150,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,227,DLI#:O18795996622,71,6,
,College Diploma - Pharmacy Technician,"19,872.00",150,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,22,25,21,23,6,6,6,6,227,DLI#:O18795996622,91,6.5,
,College Diploma - Interdisciplinary Therapy Assistant,"17,664.00",150,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,College Diploma - Early Learning and Child Care,"13,148.00",150,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,College Diploma - Practical Nurse,"22,790.00",150,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,,,,,6.5,7,7.5,7,227,DLI#:O18795996622,94,7,
,College Diploma - Social Work,"17,589.00",150,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,College Diploma - Therapeutic Recreation,"15,088.00",150,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,21,21,21,21,6,6,6,6,227,DLI#:O18795996622,84,6.5,
,College Certificate - Accounting Technician,"16,533.00",150,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,227,DLI#:O18795996622,71,6,
,College Certificate - Administrative Professional,"13,788.00",150,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,227,DLI#:O18795996622,71,6,
